job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,job_posted_range,state_avg_salary
JD-48,Cloud Security Engineer,"Brown, Adams and Floyd",Charlotte,NC,"Charlotte, NC",USA,Remote,1/16/2025,3/8/2025,Senior,Contract,Education,240654,390455,315554,"['AWS EC2', 'Terraform', 'GCP', 'Kubernetes', 'Azure DevOps', 'CloudFormation', 'Docker', 'Linux']","['Microsoft Azure Fundamentals', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,85,Older than 30 Days,171317.19
JD-49,AWS Cloud Engineer,"King, Franco and Vaughn",San Diego,CA,"San Diego, CA",USA,On-site,2/7/2025,3/28/2025,Senior,Contract,Healthcare,167799,205761,186780,"['Azure DevOps', 'AWS EC2', 'CI/CD', 'Kubernetes', 'GCP', 'CloudFormation', 'Python', 'Terraform']",['AWS Certified Solutions Architect'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,63,Older than 30 Days,158378.38
JD-50,Azure DevOps Specialist,Molina Inc,Detroit,MI,"Detroit, MI",USA,On-site,2/8/2025,3/2/2025,Senior,Contract,Telecommunications,141907,186281,164094,"['Terraform', 'Python', 'Kubernetes', 'Linux', 'CloudFormation', 'Azure DevOps']",['Google Professional Cloud Architect'],AWS,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,62,Older than 30 Days,171648.94
JD-51,Cloud Data Engineer,Garcia-Parrish,Atlanta,GA,"Atlanta, GA",USA,Hybrid,2/14/2025,3/1/2025,Senior,Contract,Telecommunications,180902,264091,222496,"['AWS EC2', 'Azure DevOps', 'GCP', 'Docker', 'Python', 'CI/CD']","['Terraform Associate', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,56,Older than 30 Days,158840.08
JD-52,Cloud Infrastructure Engineer,"Hancock, Newton and Hoffman",Atlanta,GA,"Atlanta, GA",USA,Hybrid,3/23/2025,5/1/2025,Entry-level,Full-time,Education,63755,87596,75675,"['AWS EC2', 'Terraform', 'Linux', 'CloudFormation', 'Python', 'Azure DevOps', 'GCP']","['Microsoft Azure Fundamentals', 'Terraform Associate']",GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,19,Posted in Last 30 Days,158840.08
JD-53,AWS Cloud Engineer,"Mueller, Lindsey and Roberts",New York,NY,"New York, NY",USA,Remote,2/3/2025,3/17/2025,Senior,Contract,Healthcare,215703,399123,307413,"['GCP', 'CloudFormation', 'Kubernetes', 'Terraform', 'CI/CD', 'Linux']","['Microsoft Azure Fundamentals', 'Google Professional Cloud Architect']",GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,67,Older than 30 Days,169521.14
JD-54,Cloud Infrastructure Engineer,House Group,Philadelphia,PA,"Philadelphia, PA",USA,Hybrid,3/16/2025,4/23/2025,Senior,Contract,Telecommunications,181042,297988,239515,"['Kubernetes', 'Python', 'Azure DevOps', 'Docker', 'AWS EC2', 'CloudFormation', 'CI/CD']","['Microsoft Azure Fundamentals', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,26,Posted in Last 30 Days,164775.67
JD-55,Cloud Data Engineer,"Edwards, Arnold and Smith",Philadelphia,PA,"Philadelphia, PA",USA,On-site,2/20/2025,4/3/2025,Senior,Full-time,Telecommunications,157128,214087,185607,"['Linux', 'CI/CD', 'CloudFormation', 'AWS EC2', 'Python', 'Kubernetes']","['Google Professional Cloud Architect', 'AWS Certified Solutions Architect']",AWS,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,50,Older than 30 Days,164775.67
JD-56,Site Reliability Engineer,Oliver Group,Boston,MA,"Boston, MA",USA,Hybrid,2/4/2025,3/9/2025,Senior,Contract,Telecommunications,167900,200549,184224,"['CloudFormation', 'Linux', 'AWS EC2', 'Python', 'Terraform', 'Azure DevOps']",['Microsoft Azure Fundamentals'],AWS,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,66,Older than 30 Days,157901.38
JD-57,Cloud Security Engineer,Pruitt Ltd,Miami,FL,"Miami, FL",USA,On-site,4/1/2025,5/27/2025,Senior,Full-time,Education,208642,390769,299705,"['Kubernetes', 'Docker', 'Python', 'Terraform', 'AWS EC2', 'Linux', 'Azure DevOps']",['AWS Certified Solutions Architect'],AWS,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,10,Posted in Last 10 Days,164545.78
JD-58,Cloud Solutions Architect,"Richardson, Chapman and Rodgers",Atlanta,GA,"Atlanta, GA",USA,On-site,3/20/2025,5/14/2025,Senior,Contract,Telecommunications,142629,189813,166221,"['CI/CD', 'CloudFormation', 'GCP', 'AWS EC2', 'Linux', 'Kubernetes', 'Azure DevOps', 'Terraform']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,22,Posted in Last 30 Days,158840.08
JD-59,DevOps Engineer,"Brandt, Phillips and Thompson",Atlanta,GA,"Atlanta, GA",USA,Hybrid,1/30/2025,3/25/2025,Senior,Contract,E-commerce,188400,289897,239148,"['CloudFormation', 'Terraform', 'Azure DevOps', 'Kubernetes', 'CI/CD', 'Python']",['Microsoft Azure Fundamentals'],Azure,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,71,Older than 30 Days,158840.08
JD-60,Cloud Infrastructure Engineer,Lopez and Sons,Philadelphia,PA,"Philadelphia, PA",USA,Hybrid,3/18/2025,5/9/2025,Senior,Contract,Healthcare,204944,337708,271326,"['GCP', 'Terraform', 'AWS EC2', 'CloudFormation', 'Azure DevOps', 'Linux', 'Kubernetes']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,24,Posted in Last 30 Days,164775.67
JD-61,AWS Cloud Engineer,"Wilson, Williams and Ramirez",Portland,OR,"Portland, OR",USA,Hybrid,3/23/2025,4/12/2025,Senior,Full-time,Finance,230841,309009,269925,"['Docker', 'Azure DevOps', 'CI/CD', 'Terraform', 'Kubernetes']","['Microsoft Azure Fundamentals', 'AWS Certified Solutions Architect']",Azure,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,19,Posted in Last 30 Days,166068.75
JD-62,Cloud Solutions Architect,Martin LLC,Denver,CO,"Denver, CO",USA,Remote,2/5/2025,3/3/2025,Senior,Contract,Healthcare,159983,190185,175084,"['AWS EC2', 'Docker', 'Kubernetes', 'Terraform', 'Python', 'GCP', 'Azure DevOps']","['Terraform Associate', 'Google Professional Cloud Architect']",GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,65,Older than 30 Days,152551.08
JD-63,Cloud Solutions Architect,Owens-Pineda,Dallas,TX,"Dallas, TX",USA,Remote,1/11/2025,3/8/2025,Entry-level,Full-time,Telecommunications,55013,83938,69475,"['GCP', 'Linux', 'Kubernetes', 'Docker', 'Python', 'CloudFormation', 'Terraform', 'Azure DevOps']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,90,Older than 30 Days,171058.7
JD-64,Cloud Security Engineer,Mcfarland PLC,New York,NY,"New York, NY",USA,Hybrid,1/14/2025,3/5/2025,Mid-level,Full-time,Finance,95307,147708,121507,"['AWS EC2', 'CloudFormation', 'CI/CD', 'Kubernetes', 'Docker', 'Python', 'Azure DevOps']",['Microsoft Azure Fundamentals'],Azure,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,87,Older than 30 Days,169521.14
JD-65,Cloud Data Engineer,"Gilbert, Stanley and Henry",San Francisco,CA,"San Francisco, CA",USA,On-site,1/15/2025,3/7/2025,Mid-level,Contract,Education,100819,134148,117483,"['Docker', 'CloudFormation', 'Terraform', 'Kubernetes', 'GCP']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,86,Older than 30 Days,158378.38
JD-66,Cloud Data Engineer,"Howard, Bowers and Stewart",Seattle,WA,"Seattle, WA",USA,Hybrid,3/7/2025,3/22/2025,Senior,Contract,Healthcare,239807,346735,293271,"['AWS EC2', 'Python', 'GCP', 'Linux', 'CloudFormation', 'Azure DevOps', 'CI/CD', 'Terraform']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,35,Older than 30 Days,172275.04
JD-67,Google Cloud Platform Engineer,Meyer PLC,Austin,TX,"Austin, TX",USA,On-site,2/1/2025,3/25/2025,Mid-level,Contract,Finance,119826,128563,124194,"['GCP', 'Python', 'Docker', 'Terraform', 'Kubernetes', 'Azure DevOps', 'CI/CD']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,69,Older than 30 Days,171058.7
JD-68,DevOps Engineer,Daniels-Powell,Austin,TX,"Austin, TX",USA,On-site,1/26/2025,3/24/2025,Senior,Contract,E-commerce,201370,293836,247603,"['Linux', 'Terraform', 'CI/CD', 'Azure DevOps', 'Docker', 'GCP']","['Terraform Associate', 'Google Professional Cloud Architect']",GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,75,Older than 30 Days,171058.7
JD-69,Cloud Security Engineer,Ware Ltd,Charlotte,NC,"Charlotte, NC",USA,On-site,2/13/2025,3/16/2025,Entry-level,Full-time,Healthcare,70391,86992,78691,"['AWS EC2', 'CI/CD', 'Docker', 'Linux', 'GCP']",['Terraform Associate'],GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,57,Older than 30 Days,171317.19
JD-70,Azure DevOps Specialist,Ward-Robinson,Portland,OR,"Portland, OR",USA,Hybrid,2/12/2025,3/23/2025,Entry-level,Full-time,Healthcare,76301,92247,84274,"['Azure DevOps', 'Linux', 'CloudFormation', 'GCP', 'CI/CD', 'Kubernetes', 'AWS EC2', 'Docker']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,58,Older than 30 Days,166068.75
