job-id,title,company,location,posted_date,description,requirements,salary_range,source,employment_type,experience_level,application_deadline,remote_option,company_size,industry,benefits,skills_preferred,job_status,application_url,company_website,posted_by,last_updated,keywords,work_hours,timezone,contact_email
JD-41,Cloud Security Analyst,SkyHigh Systems,"Seattle, WA",1/27/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$127357 - $138586,Company Website,Internship,Senior,2/24/25,On-site,68 employees,Information Technology,"['Remote work option', '401(k) matching', 'Professional development stipend', 'Paid time off']","['Kubernetes expertise', 'Experience with CI/CD pipelines', 'Knowledge of Terraform']",Open,https://www.skyhighsystems.com/careers/JD1041,https://www.skyhighsystems.com,Sarah Thornton,2/16/25,"['Java', 'DevOps', 'Python']",40 hours/week,EST,careers@skyhighsystems.com
JD-42,AWS Cloud Developer,NextGen IT,"San Francisco, CA",1/24/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$101886 - $100710,Indeed,Full-time,Entry-level,3/25/25,On-site,703 employees,Software Development,"['Paid time off', 'Professional development stipend', '401(k) matching', 'Remote work option']","['Understanding of serverless architecture', 'Experience with CI/CD pipelines']",Open,https://www.nextgenit.com/careers/JD1042,https://www.nextgenit.com,Rebecca Bell,2/15/25,"['AWS', 'Python', 'Java', 'GCP']",40 hours/week,PST,careers@nextgenit.com
JD-43,AWS Cloud Developer,InnovateTech,"Austin, TX",2/1/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$113875 - $100025,Company Website,Full-time,Entry-level,4/14/25,Hybrid,249 employees,Cybersecurity,"['Remote work option', '401(k) matching']","['Experience with CI/CD pipelines', 'Kubernetes expertise']",Open,https://www.innovatetech.com/careers/JD1043,https://www.innovatetech.com,Vickie Greene,2/14/25,"['Python', 'Cloud Developer', 'Docker', 'Java', 'AWS', 'ECS']",40 hours/week,MST,careers@innovatetech.com
JD-44,AWS Cloud Developer,SkyHigh Systems,"New York, NY",2/5/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$102125 - $119229,LinkedIn,Internship,Entry-level,4/18/25,Hybrid,973 employees,Information Technology,"['Professional development stipend', 'Paid time off']",['Knowledge of Terraform'],Open,https://www.skyhighsystems.com/careers/JD1044,https://www.skyhighsystems.com,Richard Moran,2/18/25,"['Azure', 'ECS', 'DevOps']",40 hours/week,MST,careers@skyhighsystems.com
JD-45,AWS Cloud Developer,CloudXperts,"Seattle, WA",2/20/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$102086 - $119956,Glassdoor,Contract,Mid-level,4/17/25,On-site,505 employees,Software Development,"['401(k) matching', 'Professional development stipend', 'Paid time off', 'Remote work option']","['Kubernetes expertise', 'Knowledge of Terraform', 'Understanding of serverless architecture']",Open,https://www.cloudxperts.com/careers/JD1045,https://www.cloudxperts.com,Calvin Davila,2/20/25,"['DevOps', 'AWS', 'Docker', 'Cloud Developer']",40 hours/week,MST,careers@cloudxperts.com
JD-46,Cloud Security Analyst,CloudXperts,"New York, NY",1/24/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$81767 - $147988,LinkedIn,Internship,Entry-level,3/17/25,Remote,480 employees,Software Development,"['Health insurance', 'Paid time off']","['Kubernetes expertise', 'Experience with CI/CD pipelines', 'Understanding of serverless architecture']",Open,https://www.cloudxperts.com/careers/JD1046,https://www.cloudxperts.com,Amber Wilson,2/20/25,"['Python', 'Docker', 'GCP']",40 hours/week,MST,careers@cloudxperts.com
JD-47,DevOps Engineer,CloudXperts,"Seattle, WA",2/15/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$87400 - $148348,LinkedIn,Part-time,Entry-level,3/31/25,Hybrid,943 employees,Information Technology,"['Professional development stipend', 'Health insurance']","['Kubernetes expertise', 'Experience with CI/CD pipelines', 'Knowledge of Terraform']",Open,https://www.cloudxperts.com/careers/JD1047,https://www.cloudxperts.com,Christopher Simpson,2/18/25,"['ECS', 'DevOps', 'Cloud Developer', 'AWS', 'Java', 'Docker']",40 hours/week,CST,careers@cloudxperts.com
JD-48,AWS Cloud Developer,CloudXperts,"Chicago, IL",1/24/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$96445 - $137469,Indeed,Contract,Senior,4/11/25,Hybrid,244 employees,Software Development,"['Health insurance', 'Remote work option', 'Paid time off']","['Knowledge of Terraform', 'Understanding of serverless architecture', 'Experience with CI/CD pipelines']",Open,https://www.cloudxperts.com/careers/JD1048,https://www.cloudxperts.com,Dana Byrd,2/22/25,"['DevOps', 'Python', 'Cloud Developer', 'EKS', 'AWS', 'Docker']",40 hours/week,EST,careers@cloudxperts.com
JD-49,Azure Cloud Engineer,InnovateTech,"Seattle, WA",2/20/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$119981 - $140232,LinkedIn,Part-time,Mid-level,2/25/25,Remote,830 employees,Cybersecurity,"['Professional development stipend', 'Health insurance', 'Paid time off', '401(k) matching']","['Kubernetes expertise', 'Understanding of serverless architecture', 'Knowledge of Terraform']",Open,https://www.innovatetech.com/careers/JD1049,https://www.innovatetech.com,Christopher Munoz,2/21/25,"['Docker', 'AWS', 'ECS', 'Azure']",40 hours/week,EST,careers@innovatetech.com
JD-50,DevOps Engineer,CloudXperts,"New York, NY",2/3/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$107075 - $148062,Glassdoor,Contract,Entry-level,4/15/25,Remote,225 employees,Cloud Computing,"['Paid time off', '401(k) matching', 'Health insurance', 'Professional development stipend']",['Understanding of serverless architecture'],Open,https://www.cloudxperts.com/careers/JD1050,https://www.cloudxperts.com,Tina Malone,2/19/25,"['ECS', 'Cloud Developer', 'AWS', 'Java', 'GCP']",40 hours/week,PST,careers@cloudxperts.com
JD-51,DevOps Engineer,CloudXperts,"Seattle, WA",2/21/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$111422 - $120367,Glassdoor,Full-time,Entry-level,3/18/25,Hybrid,534 employees,Information Technology,"['Health insurance', 'Remote work option']",['Knowledge of Terraform'],Open,https://www.cloudxperts.com/careers/JD1051,https://www.cloudxperts.com,Gary Vazquez,2/19/25,"['Docker', 'GCP', 'EKS', 'Azure']",40 hours/week,MST,careers@cloudxperts.com
JD-52,AWS Cloud Developer,NextGen IT,"Seattle, WA",2/6/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$134710 - $134747,Indeed,Part-time,Mid-level,3/3/25,Hybrid,406 employees,Software Development,"['Remote work option', 'Paid time off']","['Kubernetes expertise', 'Understanding of serverless architecture', 'Knowledge of Terraform']",Open,https://www.nextgenit.com/careers/JD1052,https://www.nextgenit.com,Ashley Butler,2/14/25,"['DevOps', 'EKS', 'Java', 'Docker']",40 hours/week,PST,careers@nextgenit.com
JD-53,GCP Cloud Architect,SkyHigh Systems,"New York, NY",2/11/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$87183 - $103675,Company Website,Contract,Entry-level,4/19/25,Remote,103 employees,Cybersecurity,"['Professional development stipend', '401(k) matching', 'Paid time off']",['Experience with CI/CD pipelines'],Open,https://www.skyhighsystems.com/careers/JD1053,https://www.skyhighsystems.com,Audrey Green,2/15/25,"['ECS', 'EKS', 'Cloud Developer']",40 hours/week,EST,careers@skyhighsystems.com
JD-54,DevOps Engineer,CloudXperts,"Chicago, IL",1/24/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$109845 - $130719,Indeed,Part-time,Entry-level,2/27/25,Remote,688 employees,Cybersecurity,"['401(k) matching', 'Remote work option', 'Paid time off', 'Professional development stipend']","['Experience with CI/CD pipelines', 'Knowledge of Terraform', 'Understanding of serverless architecture']",Open,https://www.cloudxperts.com/careers/JD1054,https://www.cloudxperts.com,Christopher Townsend,2/22/25,"['EKS', 'Python', 'Azure', 'ECS']",40 hours/week,EST,careers@cloudxperts.com
JD-55,DevOps Engineer,TechSolutions Inc.,"San Francisco, CA",2/14/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$132043 - $158680,Company Website,Internship,Entry-level,4/6/25,On-site,682 employees,Cloud Computing,"['Paid time off', 'Professional development stipend']",['Experience with CI/CD pipelines'],Open,https://www.techsolutionsinc..com/careers/JD1055,https://www.techsolutionsinc..com,Kurt Mitchell,2/21/25,"['ECS', 'Docker', 'Azure', 'Java', 'DevOps', 'AWS']",40 hours/week,EST,careers@techsolutionsinc..com
JD-56,Azure Cloud Engineer,NextGen IT,"Austin, TX",2/7/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$90941 - $116548,Glassdoor,Part-time,Mid-level,4/14/25,On-site,519 employees,Cloud Computing,"['401(k) matching', 'Professional development stipend', 'Paid time off']",['Knowledge of Terraform'],Open,https://www.nextgenit.com/careers/JD1056,https://www.nextgenit.com,Bethany Petersen,2/22/25,"['Azure', 'GCP', 'Python', 'Docker', 'DevOps']",40 hours/week,EST,careers@nextgenit.com
JD-57,AWS Cloud Developer,TechSolutions Inc.,"San Francisco, CA",2/14/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$120409 - $140377,LinkedIn,Full-time,Entry-level,3/26/25,On-site,474 employees,Cloud Computing,"['Professional development stipend', 'Paid time off']",['Understanding of serverless architecture'],Open,https://www.techsolutionsinc..com/careers/JD1057,https://www.techsolutionsinc..com,Kevin Young,2/16/25,"['Docker', 'Java', 'DevOps', 'Python', 'GCP']",40 hours/week,CST,careers@techsolutionsinc..com
JD-58,Azure Cloud Engineer,SkyHigh Systems,"Chicago, IL",2/7/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$82388 - $159016,LinkedIn,Part-time,Mid-level,4/20/25,Hybrid,419 employees,Software Development,"['Remote work option', 'Professional development stipend', 'Health insurance']",['Kubernetes expertise'],Open,https://www.skyhighsystems.com/careers/JD1058,https://www.skyhighsystems.com,Michelle Smith,2/22/25,"['GCP', 'DevOps', 'Python', 'Docker', 'EKS']",40 hours/week,MST,careers@skyhighsystems.com
JD-59,AWS Cloud Developer,CloudXperts,"Chicago, IL",2/16/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$113925 - $90762,Indeed,Full-time,Mid-level,3/15/25,On-site,871 employees,Information Technology,"['Professional development stipend', 'Health insurance', 'Paid time off', 'Remote work option']",['Understanding of serverless architecture'],Open,https://www.cloudxperts.com/careers/JD1059,https://www.cloudxperts.com,Cristian Diaz,2/18/25,"['Azure', 'Cloud Developer', 'AWS']",40 hours/week,MST,careers@cloudxperts.com
JD-60,GCP Cloud Architect,InnovateTech,"New York, NY",2/20/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$130188 - $113927,Glassdoor,Full-time,Entry-level,4/10/25,Hybrid,783 employees,Cloud Computing,"['Professional development stipend', 'Paid time off', '401(k) matching']","['Understanding of serverless architecture', 'Knowledge of Terraform', 'Kubernetes expertise']",Open,https://www.innovatetech.com/careers/JD1060,https://www.innovatetech.com,Leonard Harris,2/19/25,"['Python', 'AWS', 'Docker', 'Cloud Developer', 'Azure']",40 hours/week,EST,careers@innovatetech.com
JD-61,DevOps Engineer,CloudXperts,"Seattle, WA",1/25/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$97582 - $131958,Glassdoor,Full-time,Mid-level,3/10/25,On-site,372 employees,Information Technology,"['Health insurance', 'Professional development stipend', 'Remote work option', 'Paid time off']","['Knowledge of Terraform', 'Experience with CI/CD pipelines']",Open,https://www.cloudxperts.com/careers/JD1061,https://www.cloudxperts.com,Michaela Campbell,2/20/25,"['Cloud Developer', 'GCP', 'ECS', 'Docker', 'Azure']",40 hours/week,PST,careers@cloudxperts.com
JD-62,Azure Cloud Engineer,NextGen IT,"Chicago, IL",1/26/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$135119 - $136010,Indeed,Part-time,Senior,3/16/25,On-site,374 employees,Software Development,"['401(k) matching', 'Remote work option', 'Paid time off']",['Knowledge of Terraform'],Open,https://www.nextgenit.com/careers/JD1062,https://www.nextgenit.com,Timothy Haley,2/17/25,"['EKS', 'Python', 'ECS', 'Docker']",40 hours/week,CST,careers@nextgenit.com
