job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,state_avg_salary,how_much_older
JD-55,AWS DevOps Engineer,IBM,Chicago,IL,"Chicago, IL",USA,On-site,4/30/25,7/13/25,Senior,Full-time,Telecommunications,"$232,821","$429,079","$330,950","['IAM', 'RDS', 'Elastic Beanstalk', 'CloudTrail', 'Lambda']","['AWS Certified DevOps Engineer – Professional', 'AWS Certified Solutions Architect – Associate']",AWS,"Seeking a talented Engineering professional skilled in IAM, RDS, Elastic Beanstalk and AWS best practices.",Active,Engineering,USD,1,"$135,325",1 day
JD-56,AWS Networking Engineer,Wipro,Salem,OR,"Salem, OR",USA,On-site,3/24/25,6/20/25,Mid,Part-time,Education Technology,"$167,202","$327,060","$247,131","['Elastic Beanstalk', 'AWS CodeBuild', 'ECS', 'SNS', 'API Gateway', 'CloudTrail', 'AWS CLI']","['AWS Certified SysOps Administrator – Associate', 'AWS Certified Developer – Associate']",AWS,"Seeking a talented DevOps professional skilled in Elastic Beanstalk, AWS CodeBuild, ECS and AWS best practices.",Expired,Architecture,USD,38,"$90,816",older than 30 days
JD-57,AWS Database Administrator,Persistent Systems,Baltimore,MD,"Baltimore, MD",USA,Remote,4/26/25,6/16/25,Entry,Internship,Healthcare,"$40,345","$52,367","$46,356","['Step Functions', 'API Gateway', 'CloudWatch', 'EC2', 'AWS CodePipeline', 'Redshift', 'S3', 'AWS CodeBuild']",['AWS Certified Solutions Architect – Professional'],AWS,"Seeking a talented DevOps professional skilled in Step Functions, API Gateway, CloudWatch and AWS best practices.",Expired,Engineering,USD,5,"$150,279",5 days
JD-58,AWS Solutions Architect,EPAM Systems,Durham,NC,"Durham, NC",USA,On-site,4/1/25,5/20/25,Mid,Part-time,Healthcare,"$185,139","$219,854","$202,496","['AWS CodeBuild', 'AWS KMS', 'CloudWatch', 'ECS', 'IAM', 'Route 53', 'AWS CLI']",['AWS Certified Solutions Architect – Associate'],AWS,"Seeking a talented Engineering professional skilled in AWS CodeBuild, AWS KMS, CloudWatch and AWS best practices.",Active,Architecture,USD,30,"$109,363",30 days
JD-59,AWS Big Data Engineer,Persistent Systems,Philadelphia,PA,"Philadelphia, PA",USA,On-site,4/26/25,6/18/25,Entry,Internship,Financial Services,"$25,335","$246,991","$136,163","['AWS KMS', 'EC2', 'RDS', 'EKS', 'S3', 'ECS']","['AWS Certified Security – Specialty', 'AWS Certified Data Analytics – Specialty']",AWS,"Seeking a talented Engineering professional skilled in AWS KMS, EC2, RDS and AWS best practices.",Active,DevOps,USD,5,"$158,921",5 days
JD-60,AWS Data Engineer,IBM,Houston,TX,"Houston, TX",USA,Remote,4/26/25,6/5/25,Senior,Contract,E-commerce,"$132,441","$217,493","$174,967","['AWS CodeBuild', 'RDS', 'API Gateway', 'ECS', 'Lambda', 'EKS', 'Step Functions', 'AWS CLI']","['AWS Certified Solutions Architect – Associate', 'AWS Certified Solutions Architect – Professional']",AWS,"Seeking a talented DevOps professional skilled in AWS CodeBuild, RDS, API Gateway and AWS best practices.",Expired,Engineering,USD,5,"$157,277",5 days
JD-61,AWS Networking Engineer,Deloitte,San Diego,CA,"San Diego, CA",USA,Hybrid,12/29/24,3/21/25,Senior,Internship,Energy,"$37,789","$107,121","$72,455","['AWS KMS', 'Elastic Beanstalk', 'ECS', 'Athena', 'S3', 'IAM', 'Redshift', 'Route 53', 'EC2', 'Step Functions']","['AWS Certified Solutions Architect – Professional', 'AWS Certified Developer – Associate']",AWS,"Seeking a talented Architecture professional skilled in AWS KMS, Elastic Beanstalk, ECS and AWS best practices.",Active,Architecture,USD,123,"$129,146",older than 30 days
JD-62,AWS Cloud Support Engineer,Amazon,Augusta,GA,"Augusta, GA",USA,On-site,3/12/25,6/4/25,Entry,Internship,Logistics & Supply Chain,"$29,201","$230,570","$129,885","['CloudFormation', 'SNS', 'Step Functions', 'S3', 'Athena', 'CloudTrail', 'Elastic Beanstalk']","['AWS Certified Advanced Networking – Specialty', 'AWS Certified Data Analytics – Specialty']",AWS,"Seeking a talented Architecture professional skilled in CloudFormation, SNS, Step Functions and AWS best practices.",Active,Architecture,USD,50,"$116,713",older than 30 days
JD-63,AWS DevOps Engineer,EPAM Systems,Pittsburgh,PA,"Pittsburgh, PA",USA,Remote,4/30/25,7/16/25,Entry,Full-time,Cloud Computing,"$248,738","$322,921","$285,829","['AWS CLI', 'Lambda', 'CloudFormation', 'CloudWatch', 'Route 53', 'AWS KMS']",['AWS Certified Solutions Architect – Associate'],AWS,"Seeking a talented Engineering professional skilled in AWS CLI, Lambda, CloudFormation and AWS best practices.",Active,Architecture,USD,1,"$143,573",1 day
JD-64,AWS Networking Engineer,Rackspace Technology,Philadelphia,PA,"Philadelphia, PA",USA,On-site,4/26/25,6/26/25,Entry,Part-time,Media & Entertainment,"$83,317","$324,288","$203,802","['VPC', 'RDS', 'Lambda', 'AWS CodePipeline', 'Elastic Beanstalk', 'ECS', 'AWS KMS']",['AWS Certified DevOps Engineer – Professional'],AWS,"Seeking a talented Engineering professional skilled in VPC, RDS, Lambda and AWS best practices.",Active,DevOps,USD,5,"$138,116",5 days
JD-65,AWS SysOps Administrator,Accenture,Arlington,VA,"Arlington, VA",USA,Remote,4/30/25,6/5/25,Senior,Full-time,E-commerce,"$246,452","$361,900","$304,176","['IAM', 'Lambda', 'CloudTrail', 'S3', 'RDS']","['AWS Certified DevOps Engineer – Professional', 'AWS Certified Solutions Architect – Professional']",AWS,"Seeking a talented Engineering professional skilled in IAM, Lambda, CloudTrail and AWS best practices.",Active,Architecture,USD,1,"$117,144",1 day
JD-66,AWS Full Stack Developer,Infosys,Albany,NY,"Albany, NY",USA,Remote,4/30/25,6/12/25,Entry,Part-time,Cybersecurity,"$117,178","$225,422","$171,300","['AWS KMS', 'AWS CodeBuild', 'SNS', 'Lambda', 'CloudWatch', 'Athena', 'AWS CLI']",['AWS Certified SysOps Administrator – Associate'],AWS,"Seeking a talented Engineering professional skilled in AWS KMS, AWS CodeBuild, SNS and AWS best practices.",Active,DevOps,USD,1,"$158,792",1 day
JD-67,AWS Networking Engineer,Capgemini,Detroit,MI,"Detroit, MI",USA,On-site,12/17/24,2/17/25,Entry,Internship,Government Services,"$42,659","$122,953","$82,806","['AWS CLI', 'SNS', 'Step Functions', 'IAM', 'Elastic Beanstalk', 'AWS CodePipeline', 'S3']","['AWS Certified Data Analytics – Specialty', 'AWS Certified Solutions Architect – Professional']",AWS,"Seeking a talented DevOps professional skilled in AWS CLI, SNS, Step Functions and AWS best practices.",Active,DevOps,USD,135,"$98,416",older than 30 days
JD-68,AWS Serverless Developer,EPAM Systems,Tucson,AZ,"Tucson, AZ",USA,Remote,4/1/25,5/23/25,Senior,Full-time,Retail Technology,"$215,842","$320,415","$268,128","['AWS CLI', 'VPC', 'AWS CodeBuild', 'Redshift', 'Elastic Beanstalk', 'Athena', 'AWS KMS', 'S3', 'IAM', 'Step Functions']",['AWS Certified Developer – Associate'],AWS,"Seeking a talented DevOps professional skilled in AWS CLI, VPC, AWS CodeBuild and AWS best practices.",Active,Engineering,USD,30,"$100,040",30 days
JD-69,AWS SysOps Administrator,HCLTech,Ann Arbor,MI,"Ann Arbor, MI",USA,Remote,4/30/25,6/24/25,Mid,Internship,Logistics & Supply Chain,"$34,360","$132,011","$83,185","['SNS', 'IAM', 'Athena', 'SQS', 'AWS CodeBuild']","['AWS Certified Data Analytics – Specialty', 'AWS Certified Solutions Architect – Associate']",AWS,"Seeking a talented Engineering professional skilled in SNS, IAM, Athena and AWS best practices.",Active,DevOps,USD,1,"$119,999",1 day
JD-70,AWS Cloud Support Engineer,Rackspace Technology,Bellevue,WA,"Bellevue, WA",USA,Remote,4/30/25,6/10/25,Entry,Full-time,Logistics & Supply Chain,"$112,515","$264,556","$188,535","['S3', 'RDS', 'Redshift', 'SQS', 'IAM', 'Lambda', 'API Gateway']",['AWS Certified Solutions Architect – Associate'],AWS,"Seeking a talented Engineering professional skilled in S3, RDS, Redshift and AWS best practices.",Active,DevOps,USD,1,"$179,184",1 day
JD-71,AWS Security Engineer,Persistent Systems,Tucson,AZ,"Tucson, AZ",USA,Hybrid,4/30/25,7/19/25,Senior,Full-time,Consulting Services,"$97,736","$302,480","$200,108","['AWS CodePipeline', 'AWS CodeBuild', 'CloudTrail', 'DynamoDB', 'EKS', 'Route 53', 'API Gateway']","['AWS Certified DevOps Engineer – Professional', 'AWS Certified Advanced Networking – Specialty']",AWS,"Seeking a talented DevOps professional skilled in AWS CodePipeline, AWS CodeBuild, CloudTrail and AWS best practices.",Active,DevOps,USD,1,"$96,246",1 day
JD-72,AWS SysOps Administrator,Slalom,San Diego,CA,"San Diego, CA",USA,Remote,4/26/25,7/24/25,Mid,Internship,Consulting Services,"$27,277","$168,634","$97,955","['EKS', 'Redshift', 'CloudTrail', 'CloudWatch', 'RDS', 'SNS', 'API Gateway', 'IAM', 'Route 53', 'AWS CLI']",['AWS Certified Security – Specialty'],AWS,"Seeking a talented Engineering professional skilled in EKS, Redshift, CloudTrail and AWS best practices.",Active,Architecture,USD,5,"$150,189",5 days
JD-73,AWS Cloud Support Engineer,TCS,Tampa,FL,"Tampa, FL",USA,Hybrid,4/30/25,7/27/25,Entry,Full-time,Cloud Computing,"$87,143","$189,463","$138,303","['CloudWatch', 'Lambda', 'SNS', 'ECS', 'Athena', 'API Gateway']",['AWS Certified Solutions Architect – Professional'],AWS,"Seeking a talented Engineering professional skilled in CloudWatch, Lambda, SNS and AWS best practices.",Active,Architecture,USD,1,"$130,353",1 day
JD-74,AWS SysOps Administrator,Accenture,Cincinnati,OH,"Cincinnati, OH",USA,On-site,4/26/25,7/11/25,Mid,Part-time,Telecommunications,"$138,404","$249,950","$194,177","['CloudWatch', 'Elastic Beanstalk', 'Redshift', 'EKS', 'Route 53']",['AWS Certified Developer – Associate'],AWS,"Seeking a talented Engineering professional skilled in CloudWatch, Elastic Beanstalk, Redshift and AWS best practices.",Active,Engineering,USD,5,"$136,294",5 days
JD-75,AWS Networking Engineer,Mindtree,Colorado Springs,CO,"Colorado Springs, CO",USA,On-site,4/30/25,7/28/25,Mid,Full-time,Consulting Services,"$203,154","$217,268","$210,211","['Athena', 'SQS', 'API Gateway', 'Redshift', 'CloudFormation']",['AWS Certified Security – Specialty'],AWS,"Seeking a talented Engineering professional skilled in Athena, SQS, API Gateway and AWS best practices.",Active,Architecture,USD,1,"$93,399",1 day
JD-76,AWS Machine Learning Engineer,Virtusa,Durham,NC,"Durham, NC",USA,Remote,11/6/24,12/16/24,Entry,Full-time,Education Technology,"$204,782","$376,453","$290,617","['AWS CLI', 'SQS', 'Lambda', 'EKS', 'ECS', 'Elastic Beanstalk']",['AWS Certified Data Analytics – Specialty'],AWS,"Seeking a talented Engineering professional skilled in AWS CLI, SQS, Lambda and AWS best practices.",Active,Engineering,USD,176,"$123,923",older than 30 days
JD-77,AWS DevOps Engineer,Amazon,Baltimore,MD,"Baltimore, MD",USA,Remote,4/26/25,7/11/25,Entry,Part-time,Retail Technology,"$97,596","$326,208","$211,902","['CloudFormation', 'SNS', 'VPC', 'AWS CodeBuild', 'S3', 'AWS CodePipeline', 'EKS', 'API Gateway']",['AWS Certified Solutions Architect – Associate'],AWS,"Seeking a talented DevOps professional skilled in CloudFormation, SNS, VPC and AWS best practices.",Active,Engineering,USD,5,"$103,200",5 days
JD-78,AWS Cloud Developer,HCLTech,Harrisburg,PA,"Harrisburg, PA",USA,Remote,4/26/25,7/18/25,Entry,Full-time,Retail Technology,"$245,254","$368,594","$306,924","['CloudTrail', 'CloudWatch', 'IAM', 'EKS', 'S3', 'AWS KMS', 'SNS']","['AWS Certified SysOps Administrator – Associate', 'AWS Certified Security – Specialty']",AWS,"Seeking a talented DevOps professional skilled in CloudTrail, CloudWatch, IAM and AWS best practices.",Active,Architecture,USD,5,"$148,812",5 days
JD-79,AWS Database Administrator,TCS,Naperville,IL,"Naperville, IL",USA,On-site,4/26/25,6/18/25,Entry,Full-time,Insurance,"$200,235","$377,326","$288,780","['IAM', 'Redshift', 'API Gateway', 'Step Functions', 'Route 53', 'DynamoDB', 'Athena', 'Elastic Beanstalk']",['AWS Certified Solutions Architect – Associate'],AWS,"Seeking a talented Architecture professional skilled in IAM, Redshift, API Gateway and AWS best practices.",Active,Engineering,USD,5,"$171,751",5 days
JD-80,AWS Big Data Engineer,Rackspace Technology,Ogden,UT,"Ogden, UT",USA,Remote,4/30/25,6/15/25,Entry,Full-time,Logistics & Supply Chain,"$92,740","$326,674","$209,707","['AWS CLI', 'S3', 'AWS CodeBuild', 'CloudFormation', 'AWS CodePipeline', 'Elastic Beanstalk']",['AWS Certified DevOps Engineer – Professional'],AWS,"Seeking a talented Architecture professional skilled in AWS CLI, S3, AWS CodeBuild and AWS best practices.",Active,Architecture,USD,1,"$155,436",1 day
JD-81,AWS Security Engineer,Accenture,Bellevue,WA,"Bellevue, WA",USA,Hybrid,4/1/25,5/24/25,Mid,Part-time,Insurance,"$211,574","$385,192","$298,383","['EKS', 'DynamoDB', 'Lambda', 'VPC', 'IAM', 'Elastic Beanstalk', 'SQS', 'EC2', 'CloudTrail', 'API Gateway']",['AWS Certified Data Analytics – Specialty'],AWS,"Seeking a talented Engineering professional skilled in EKS, DynamoDB, Lambda and AWS best practices.",Active,Architecture,USD,30,"$150,462",30 days
JD-82,AWS DevOps Engineer,TCS,Detroit,MI,"Detroit, MI",USA,Hybrid,4/1/25,6/7/25,Entry,Internship,Financial Services,"$33,565","$230,352","$131,958","['EC2', 'VPC', 'S3', 'CloudTrail', 'CloudWatch', 'API Gateway']",['AWS Certified Solutions Architect – Professional'],AWS,"Seeking a talented Architecture professional skilled in EC2, VPC, S3 and AWS best practices.",Expired,DevOps,USD,30,"$131,917",30 days
JD-83,AWS Cloud Engineer,Booz Allen Hamilton,Springfield,IL,"Springfield, IL",USA,Hybrid,4/26/25,7/2/25,Entry,Full-time,Insurance,"$95,111","$233,379","$164,245","['EKS', 'DynamoDB', 'Elastic Beanstalk', 'AWS CodeBuild', 'IAM']",['AWS Certified Solutions Architect – Associate'],AWS,"Seeking a talented Architecture professional skilled in EKS, DynamoDB, Elastic Beanstalk and AWS best practices.",Active,Engineering,USD,5,"$129,917",5 days
JD-84,AWS Cloud Engineer,Wipro,Boulder,CO,"Boulder, CO",USA,On-site,4/30/25,6/8/25,Entry,Contract,Logistics & Supply Chain,"$62,246","$287,096","$174,671","['API Gateway', 'AWS CodeBuild', 'EC2', 'Step Functions', 'SQS', 'Redshift', 'Lambda', 'CloudTrail', 'AWS CodePipeline']","['AWS Certified DevOps Engineer – Professional', 'AWS Certified Solutions Architect – Associate']",AWS,"Seeking a talented DevOps professional skilled in API Gateway, AWS CodeBuild, EC2 and AWS best practices.",Expired,Engineering,USD,1,"$158,124",1 day
JD-85,AWS Networking Engineer,Cloudreach,Houston,TX,"Houston, TX",USA,Hybrid,4/30/25,6/28/25,Entry,Part-time,Government Services,"$93,910","$183,517","$138,713","['AWS CodeBuild', 'Elastic Beanstalk', 'Redshift', 'ECS', 'Step Functions']",['AWS Certified DevOps Engineer – Professional'],AWS,"Seeking a talented DevOps professional skilled in AWS CodeBuild, Elastic Beanstalk, Redshift and AWS best practices.",Expired,Architecture,USD,1,"$104,278",1 day
JD-86,AWS Cloud Support Engineer,Accenture,Chicago,IL,"Chicago, IL",USA,Hybrid,4/26/25,7/10/25,Entry,Internship,Financial Services,"$26,655","$102,899","$64,777","['VPC', 'DynamoDB', 'ECS', 'Redshift', 'Step Functions', 'EKS', 'CloudTrail', 'Lambda', 'SNS', 'Athena']",['AWS Certified DevOps Engineer – Professional'],AWS,"Seeking a talented Architecture professional skilled in VPC, DynamoDB, ECS and AWS best practices.",Active,DevOps,USD,5,"$172,927",5 days
JD-87,AWS Big Data Engineer,Rackspace Technology,Seattle,WA,"Seattle, WA",USA,Remote,4/30/25,6/11/25,Entry,Full-time,Software Development,"$165,428","$374,507","$269,967","['AWS CodePipeline', 'EKS', 'Athena', 'SQS', 'VPC', 'EC2', 'CloudWatch', 'Route 53', 'AWS KMS']","['AWS Certified DevOps Engineer – Professional', 'AWS Certified Solutions Architect – Professional']",AWS,"Seeking a talented DevOps professional skilled in AWS CodePipeline, EKS, Athena and AWS best practices.",Expired,Engineering,USD,1,"$102,143",1 day
JD-88,AWS SysOps Administrator,Virtusa,Rockville,MD,"Rockville, MD",USA,Hybrid,11/25/24,12/26/24,Mid,Internship,Consulting Services,"$34,459","$234,842","$134,650","['ECS', 'AWS CodePipeline', 'IAM', 'Elastic Beanstalk', 'S3']",['AWS Certified Developer – Associate'],AWS,"Seeking a talented Architecture professional skilled in ECS, AWS CodePipeline, IAM and AWS best practices.",Expired,DevOps,USD,157,"$106,269",older than 30 days
JD-89,AWS Networking Engineer,Wipro,Alexandria,VA,"Alexandria, VA",USA,Hybrid,4/26/25,5/26/25,Senior,Part-time,Energy,"$49,338","$92,962","$71,150","['RDS', 'S3', 'AWS CodeBuild', 'AWS CodePipeline', 'EKS', 'API Gateway', 'ECS', 'CloudTrail']","['AWS Certified Solutions Architect – Associate', 'AWS Certified Solutions Architect – Professional']",AWS,"Seeking a talented Architecture professional skilled in RDS, S3, AWS CodeBuild and AWS best practices.",Active,Engineering,USD,5,"$170,282",5 days
JD-90,AWS Big Data Engineer,EPAM Systems,Seattle,WA,"Seattle, WA",USA,Hybrid,4/30/25,6/22/25,Senior,Part-time,Financial Services,"$90,021","$312,890","$201,455","['Athena', 'VPC', 'IAM', 'RDS', 'Elastic Beanstalk', 'EKS', 'Step Functions', 'Route 53', 'CloudFormation', 'ECS']",['AWS Certified Solutions Architect – Professional'],AWS,"Seeking a talented Engineering professional skilled in Athena, VPC, IAM and AWS best practices.",Active,Architecture,USD,1,"$150,090",1 day
JD-91,AWS Security Engineer,EPAM Systems,Colorado Springs,CO,"Colorado Springs, CO",USA,Remote,1/16/25,4/4/25,Mid,Part-time,Healthcare,"$149,731","$346,014","$247,872","['AWS KMS', 'DynamoDB', 'CloudWatch', 'AWS CLI', 'Elastic Beanstalk', 'CloudFormation', 'API Gateway']","['AWS Certified Solutions Architect – Professional', 'AWS Certified Data Analytics – Specialty']",AWS,"Seeking a talented Architecture professional skilled in AWS KMS, DynamoDB, CloudWatch and AWS best practices.",Active,Engineering,USD,105,"$116,573",older than 30 days
JD-92,AWS Cloud Developer,Capgemini,Augusta,GA,"Augusta, GA",USA,Remote,4/30/25,6/4/25,Entry,Part-time,Education Technology,"$55,668","$256,922","$156,295","['CloudWatch', 'ECS', 'SNS', 'DynamoDB', 'API Gateway', 'Athena', 'RDS', 'AWS CodeBuild', 'CloudTrail']","['AWS Certified Solutions Architect – Associate', 'AWS Certified SysOps Administrator – Associate']",AWS,"Seeking a talented Engineering professional skilled in CloudWatch, ECS, SNS and AWS best practices.",Active,DevOps,USD,1,"$168,721",1 day
JD-93,AWS Data Engineer,HCLTech,Colorado Springs,CO,"Colorado Springs, CO",USA,Hybrid,4/26/25,7/21/25,Mid,Contract,Cybersecurity,"$224,966","$363,004","$293,985","['S3', 'VPC', 'IAM', 'AWS KMS', 'AWS CodePipeline', 'API Gateway', 'Step Functions']","['AWS Certified Security – Specialty', 'AWS Certified Advanced Networking – Specialty']",AWS,"Seeking a talented Architecture professional skilled in S3, VPC, IAM and AWS best practices.",Active,DevOps,USD,5,"$160,404",5 days
JD-94,AWS Cloud Engineer,Booz Allen Hamilton,Los Angeles,CA,"Los Angeles, CA",USA,Remote,4/26/25,6/14/25,Entry,Full-time,Education Technology,"$131,823","$240,740","$186,281","['EKS', 'API Gateway', 'DynamoDB', 'Redshift', 'S3']","['AWS Certified Advanced Networking – Specialty', 'AWS Certified SysOps Administrator – Associate']",AWS,"Seeking a talented Engineering professional skilled in EKS, API Gateway, DynamoDB and AWS best practices.",Active,Engineering,USD,5,"$121,282",5 days
